orig_index,title,year,journal,issn,volume,issue,pages,authors,language,abstract,doi,keywords,orig_abstract,label,final_score,category,user_judgment
939,Differential Impacts of Healthy Cognitive Aging on Directed and Random Exploration.,2024,Psychol Aging,0882-7974,39,1,88-101,"Mizell, Jack-Morgan; Wang, Siyu; Frisvold, Alec; Alvarado, Lily; Farrell-Skupny, Alex; Keung, Waitsang; Phelps, Caroline; Sundman, Mark; Franchetti, Mary-Kathryn; Chou, Ying-hui; Alexander, Gene; Wilson, Robert",,"deciding whether to explore unknown opportunities or exploit well-known options is a ubiquitous part of our everyday lives. extensive work in college students suggests that young people make explore-exploit decisions using a mixture of information seeking and random behavioral variability. whether, and to what extent, older adults use the same strategies is unknown. to address this question, 51 older adults (ages 65-74) and 32 younger adults (ages 18-25) completed the horizon task, a gambling task that quantifies information seeking and behavioral variability as well as how these strategies are controlled for the purposes of exploration. qualitatively, we found that older adults performed similar to younger adults on this task, increasing both their information seeking and behavioral variability when it was adaptive to explore. quantitively, however, there were substantial differences between the age groups, with older adults showing less information seeking overall and less reliance on variability as a means to explore. in addition, we found a subset of approximately 26% of older adults whose information seeking was close to zero, avoiding informative options even when they were clearly the better choice. unsurprisingly, these ""information avoiders"" performed worse on the task. in contrast, task performance in the remaining ""information seeking"" older adults was comparable to that of younger adults suggesting that age-related differences in explore-exploit decision making may be adaptive except when they are taken to extremes.,",10.1037/pag0000791,decision making; explore-exploit dilemma; healthy aging,"Deciding whether to explore unknown opportunities or exploit well-known options is a ubiquitous part of our everyday lives. Extensive work in college students suggests that young people make explore-exploit decisions using a mixture of information seeking and random behavioral variability. Whether, and to what extent, older adults use the same strategies is unknown. To address this question, 51 older adults (ages 65-74) and 32 younger adults (ages 18-25) completed the Horizon Task, a gambling task that quantifies information seeking and behavioral variability as well as how these strategies are controlled for the purposes of exploration. Qualitatively, we found that older adults performed similar to younger adults on this task, increasing both their information seeking and behavioral variability when it was adaptive to explore. Quantitively, however, there were substantial differences between the age groups, with older adults showing less information seeking overall and less reliance on variability as a means to explore. In addition, we found a subset of approximately 26% of older adults whose information seeking was close to zero, avoiding informative options even when they were clearly the better choice. Unsurprisingly, these ""information avoiders"" performed worse on the task. In contrast, task performance in the remaining ""information seeking"" older adults was comparable to that of younger adults suggesting that age-related differences in explore-exploit decision making may be adaptive except when they are taken to extremes., (C) 2024 by the American Psychological Association",irrelevant,0.46657397,Borderline,K
160,The impact of irritability and callous unemotional traits on reward positivity in youth with ADHD and conduct problems.,2022,Research on Child and Adolescent Psychopathology,2730-7166,50,8,1027-1040,"Waxmonsky, James; Fosco, Whitney; Waschbusch, Daniel; Babinski, Dara; Baweja, Raman; Pegg, Samantha; Cao, Vanessa; Shroff, Delshad; Kujawa, Autumn",English,"children with attention-deficit/hyperactivity disorder (adhd) and conduct problems exhibit significant variability in functioning and treatment response that cannot be fully accounted for by differences in symptom severity. reward responsivity (rr) is a potential transdiagnostic means to account for this variability. irritability and callous-unemotional (cu) traits moderate associations between both adhd and conduct problems with multiple realms of functioning. both are theorized to be associated with rr, but associations in clinical samples are unknown. in 48 youth ages 5-12 with adhd referred for treatment of conduct problems, we examined rr using a guessing task where participants select a door icon to win and lose money. analyses focused on the reward positivity (rewp) event-related potential in response to gain and loss feedback, which reliably peaks approximately 300 ms after feedback. frequentist and bayesian approaches assessed main effects of adhd, conduct disorder (cd) and non-irritable oppositional defiant disorder (odd) symptoms with rr, plus interactions between symptoms and affective dimensions (irritability, cu). cd and odd were hypothesized to be associated with altered rr, with irritability and cu moderating these associations. across models, a reliable cd x irritability interaction emerged, indicating enhanced rewp when irritability was elevated and cd symptoms were low. cu did not moderate any associations with rr, and little support was found for associations between rr and other symptom domains. as neural response to reward varied with levels of irritability and cd symptoms, rr may hold potential as a clinically-relevant biomarker in youth with adhd and conduct problems.",10.1007/s10802-022-00901-9,Evoked Potentials; *Rewards; *Attention Deficit Disorder with Hyperactivity; *Positivism; *Behavior Problems; *Irritability; Oppositional Defiant Disorder; Symptoms,"Children with attention-deficit/hyperactivity disorder (ADHD) and conduct problems exhibit significant variability in functioning and treatment response that cannot be fully accounted for by differences in symptom severity. Reward responsivity (RR) is a potential transdiagnostic means to account for this variability. Irritability and callous-unemotional (CU) traits moderate associations between both ADHD and conduct problems with multiple realms of functioning. Both are theorized to be associated with RR, but associations in clinical samples are unknown. In 48 youth ages 5-12 with ADHD referred for treatment of conduct problems, we examined RR using a guessing task where participants select a door icon to win and lose money. Analyses focused on the reward positivity (RewP) event-related potential in response to gain and loss feedback, which reliably peaks approximately 300 ms after feedback. Frequentist and Bayesian approaches assessed main effects of ADHD, Conduct Disorder (CD) and non-irritable Oppositional Defiant Disorder (ODD) symptoms with RR, plus interactions between symptoms and affective dimensions (irritability, CU). CD and ODD were hypothesized to be associated with altered RR, with irritability and CU moderating these associations. Across models, a reliable CD x irritability interaction emerged, indicating enhanced RewP when irritability was elevated and CD symptoms were low. CU did not moderate any associations with RR, and little support was found for associations between RR and other symptom domains. As neural response to reward varied with levels of irritability and CD symptoms, RR may hold potential as a clinically-relevant biomarker in youth with ADHD and conduct problems. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",irrelevant,0.468679768,Borderline,D
521,Probabilistic reward learning in adults with Attention Deficit Hyperactivity Disorder-An electrophysiological study.,2015,Psychiatry Research,0165-1781,225,2-Jan,133-144,"Thoma, Patrizia; Edel, Marc-Andreas; Suchan, Boris; Bellebaum, Christian",English,"attention deficit hyperactivity disorder (adhd) is hypothesized to be characterized by altered reinforcement sensitivity. the main aim of the present study was to assess alterations in the electrophysiological correlates of monetary reward processing in adult patients with adhd of the combined subtype. fourteen adults with adhd of the combined subtype and 14 healthy control participants performed an active and an observational probabilistic reward-based learning task while an electroencephalogramm (eeg) was recorded. regardless of feedback valence, there was a general feedback-related negativity (frn) enhancement in combination with reduced learning performance during both active and observational reward learning in patients with adhd relative to healthy controls. other feedback-locked potentials such as the p200 and p300 and response-locked potentials were unaltered in the patients. there were no significant correlations between learning performance, frn amplitudes and clinical symptoms, neither in the overall group involving all participants, nor in patients or controls considered separately. this pattern of findings might reflect generally impaired reward prediction in adults with adhd of the combined subtype. we demonstrated for the first time that patients with adhd of the combined subtype show not only deficient active reward learning but are also impaired when learning by observing other people's outcomes.",10.1016/j.psychres.2014.11.006,Evoked Potentials; Electrophysiology; *Rewards; Probability Learning; *Probability; *Attention Deficit Disorder with Hyperactivity; *Reward Learning; *Observational Learning,"Attention Deficit Hyperactivity Disorder (ADHD) is hypothesized to be characterized by altered reinforcement sensitivity. The main aim of the present study was to assess alterations in the electrophysiological correlates of monetary reward processing in adult patients with ADHD of the combined subtype. Fourteen adults with ADHD of the combined subtype and 14 healthy control participants performed an active and an observational probabilistic reward-based learning task while an electroencephalogramm (EEG) was recorded. Regardless of feedback valence, there was a general feedback-related negativity (FRN) enhancement in combination with reduced learning performance during both active and observational reward learning in patients with ADHD relative to healthy controls. Other feedback-locked potentials such as the P200 and P300 and response-locked potentials were unaltered in the patients. There were no significant correlations between learning performance, FRN amplitudes and clinical symptoms, neither in the overall group involving all participants, nor in patients or controls considered separately. This pattern of findings might reflect generally impaired reward prediction in adults with ADHD of the combined subtype. We demonstrated for the first time that patients with ADHD of the combined subtype show not only deficient active reward learning but are also impaired when learning by observing other people's outcomes. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",irrelevant,0.469962654,Borderline,D
1313,Interactions among attention-deficit hyperactivity disorder (ADHD) and problem gambling in a probabilistic reward-learning task.,2015,Behav. brain res.,0166-4328,291,,237-243,"Abouzari, Mehdi; Oberg, Scott; Gruber, Aaron; Tata, Matthew",,": problem gambling is thought to be highly comorbid with attention-deficit hyperactivity disorder (adhd). we propose that the neurobiological pathologies underlying problem gambling overlap with those in adhd. in this study, we used a simplified computerized version of the iowa gambling task (igt) to assess differences in reinforcement-driven choice adaptation among participants with pathological gambling and/or adhd. the task contained two choice options with different net payouts over the session; a good bet that resulted in a win of +50 points on 60% of trials (and -50 points on 40%), and a bad bet that resulted in +100 points on 40% of the trials (and -100 points on 60%). we quantified participants' preference for the good bet over the session and their sensitivity to reinforcement. both the control subjects and medicated adhd nongamblers significantly increased the proportion of good bets over the 400-trial session. subjects with problem gambling performed worse than controls and adhd nongamblers, but better than our limited sample of unmedicated adhd gamblers. control subjects, medicated adhd nongamblers, and unmedicated adhd nongamblers tended to tolerate losses following good bets, whereas unmedicated adhd gamblers tended to tolerate losses following bad bets. these data reveal that adhd, particularly when treated with medication, is not associated with poor choices on the igt, but may exacerbate pathological choices in problem gamblers. it seems that stabilization of dopamine signaling that occurs when adhd is treated is itself also a treatment for certain forms of problem gambling.,",10.1016/j.bbr.2015.05.041,Iowa gambling task; Decision making; Reward; Problem gambling; Attention-deficit hyperactivity disorder,": Problem gambling is thought to be highly comorbid with attention-deficit hyperactivity disorder (ADHD). We propose that the neurobiological pathologies underlying problem gambling overlap with those in ADHD. In this study, we used a simplified computerized version of the Iowa Gambling Task (IGT) to assess differences in reinforcement-driven choice adaptation among participants with pathological gambling and/or ADHD. The task contained two choice options with different net payouts over the session; a good bet that resulted in a win of +50 points on 60% of trials (and -50 points on 40%), and a bad bet that resulted in +100 points on 40% of the trials (and -100 points on 60%). We quantified participants' preference for the good bet over the session and their sensitivity to reinforcement. Both the control subjects and medicated ADHD nongamblers significantly increased the proportion of good bets over the 400-trial session. Subjects with problem gambling performed worse than controls and ADHD nongamblers, but better than our limited sample of unmedicated ADHD gamblers. Control subjects, medicated ADHD nongamblers, and unmedicated ADHD nongamblers tended to tolerate losses following good bets, whereas unmedicated ADHD gamblers tended to tolerate losses following bad bets. These data reveal that ADHD, particularly when treated with medication, is not associated with poor choices on the IGT, but may exacerbate pathological choices in problem gamblers. It seems that stabilization of dopamine signaling that occurs when ADHD is treated is itself also a treatment for certain forms of problem gambling., (C) 2015Elsevier, Inc.",unknown,0.472806041,Borderline,D
291,Avoid-approach conflict behaviors differentially affected by anxiolytics: Implications for a computational model of risky decision-making.,2019,Psychopharmacology,0033-3158,236,8,2513-2525,"Walters, Cody J; Jubran, Jerrius; Sheehan, Ayaka; Erickson, Matthew T; Redish, A. David",English,"whether fear or anxiety is expressed is thought to depend on an animal's proximity to threat. in general, fear is elicited when threat is proximal, while anxiety is a response to threat that is distal and uncertain. this threat gradient model suggests that fear and anxiety involve non-overlapping neural circuitry, yet few behavioral paradigms exist that elicit both states. we studied avoid-approach conflict in rats that were behaving in a predator-inhabited foraging arena task that involved tangible threat and reward incentives. in the task, rats exhibited a variety of both fearful and anxious behaviors corresponding to proximal and distal threat, respectively. we then administered ethanol or diazepam to the rats in order to study how anxiolytics affected these fear and anxiety behaviors. we discovered that both ethanol and diazepam attenuated proximal-threat fear-like behaviors. furthermore, we found that diazepam, but not ethanol, increased distal-threat anxiety-like behavior but also made rats less risk-averse. finally, we describe how decisional conflict can be modeled as a partially observable markov decision process and characterize a potential relationship between anxious behavior, diazepam's ability to suppress hippocampal theta oscillations, and hippocampal representations of the future.",10.1007/s00213-019-05197-0,Computational Modeling; Ethanol; *Rats; *Anxiety; Animal Behavior; *Threat; *Conflict; *Anxiolytic Drugs; Diazepam,"Whether fear or anxiety is expressed is thought to depend on an animal's proximity to threat. In general, fear is elicited when threat is proximal, while anxiety is a response to threat that is distal and uncertain. This threat gradient model suggests that fear and anxiety involve non-overlapping neural circuitry, yet few behavioral paradigms exist that elicit both states. We studied avoid-approach conflict in rats that were behaving in a predator-inhabited foraging arena task that involved tangible threat and reward incentives. In the task, rats exhibited a variety of both fearful and anxious behaviors corresponding to proximal and distal threat, respectively. We then administered ethanol or diazepam to the rats in order to study how anxiolytics affected these fear and anxiety behaviors. We discovered that both ethanol and diazepam attenuated proximal-threat fear-like behaviors. Furthermore, we found that diazepam, but not ethanol, increased distal-threat anxiety-like behavior but also made rats less risk-averse. Finally, we describe how decisional conflict can be modeled as a partially observable Markov decision process and characterize a potential relationship between anxious behavior, diazepam's ability to suppress hippocampal theta oscillations, and hippocampal representations of the future. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",relevant,0.472933123,Borderline,K
917,Older Adults as Adaptive Decision Makers: Evidence From the Iowa Gambling Task.,2005,Psychology and Aging,0882-7974,20,2,220-225,"Wood, Stacey; Busemeyer, Jerome; Koling, Andreas; Cox, Cathy R; Davis, Hasker",English,"older adults process emotional information differently than younger adults and may demonstrate less of a negativity bias on cognitive tasks. the iowa gambling task designed by a. bechara, h. damasio, d. tranel, and a. r. damasio (1997) has been used to examine the integration of emotion and cognition in a risky-choice decision task and may give insight into differences in the decision-making strategies in younger and older adults. eighty-eight younger adults (18-34 years) and 67 older adults (65-88 years) completed the iowa gambling task. using a theoretical decomposition of the task designed by j. r. busemeyer and j. c. stout (2002), the authors found that both groups were successful at solving the task but used very different strategies that reflected each group's strength. for younger adults, that strength was learning and memory. for older adults, that strength was an accurate representation of wins and losses (valence).",10.1037/0882-7974.20.2.220,Age Differences; *Gambling; *Decision Making; *Cognition; *Emotions; *Aging,"Older adults process emotional information differently than younger adults and may demonstrate less of a negativity bias on cognitive tasks. The Iowa Gambling Task designed by A. Bechara, H. Damasio, D. Tranel, and A. R. Damasio (1997) has been used to examine the integration of emotion and cognition in a risky-choice decision task and may give insight into differences in the decision-making strategies in younger and older adults. Eighty-eight younger adults (18-34 years) and 67 older adults (65-88 years) completed the Iowa Gambling Task. Using a theoretical decomposition of the task designed by J. R. Busemeyer and J. C. Stout (2002), the authors found that both groups were successful at solving the task but used very different strategies that reflected each group's strength. For younger adults, that strength was learning and memory. For older adults, that strength was an accurate representation of wins and losses (valence). (PsycInfo Database Record (c) 2022 APA, all rights reserved)",irrelevant,0.477273485,Borderline,K
176,Prolonged consumption of sweetened beverages lastingly deteriorates cognitive functions and reward processing in mice.,2022,Cerebral Cortex,1047-3211,32,7,1365-1378,"Hamelin, Heloise; Poizat, Ghislaine; Florian, Cedrick; Kursa, Miron Bartosz; Pittaras, Elsa; Callebert, Jacques; Rampon, Claire; Taouis, Mohammed; Hamed, Adam; Granon, Sylvie",English,"we investigated the detrimental effects of chronic consumption of sweet or sweetened beverages in mice. we report that consumption of beverages containing small amounts of sucrose during several weeks impaired reward systems. this is evidenced by robust changes in the activation pattern of prefrontal brain regions associated with abnormal risk-taking and delayed establishment of decision-making strategy. supporting these findings, we find that chronic consumption of low doses of artificial sweeteners such as saccharin disrupts brain regions' activity engaged in decision-making and reward processes. consequently, this leads to the rapid development of inflexible decisions, particularly in a subset of vulnerable individuals. our data also reveal that regular consumption, even at low doses, of sweet or sweeteners dramatically alters brain neurochemistry, i.e., dopamine content and turnover, and high cognitive functions, while sparing metabolic regulations. our findings suggest that it would be relevant to focus on long-term consequences on the brain of sweet or sweetened beverages in humans, especially as they may go metabolically unnoticed.",10.1093/cercor/bhab274,Risk Taking; Prefrontal Cortex; *Rewards; *Decision Making; *Animal Cognition; *Mice; Sugars,"We investigated the detrimental effects of chronic consumption of sweet or sweetened beverages in mice. We report that consumption of beverages containing small amounts of sucrose during several weeks impaired reward systems. This is evidenced by robust changes in the activation pattern of prefrontal brain regions associated with abnormal risk-taking and delayed establishment of decision-making strategy. Supporting these findings, we find that chronic consumption of low doses of artificial sweeteners such as saccharin disrupts brain regions' activity engaged in decision-making and reward processes. Consequently, this leads to the rapid development of inflexible decisions, particularly in a subset of vulnerable individuals. Our data also reveal that regular consumption, even at low doses, of sweet or sweeteners dramatically alters brain neurochemistry, i.e., dopamine content and turnover, and high cognitive functions, while sparing metabolic regulations. Our findings suggest that it would be relevant to focus on long-term consequences on the brain of sweet or sweetened beverages in humans, especially as they may go metabolically unnoticed. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",relevant,0.477754306,Borderline,K
671,Processing of continuously provided punishment and reward in children with ADHD and the modulating effects of stimulant medication: An ERP study.,2013,PLoS ONE,,8,3,,"Groen, Yvonne; Tucha, Oliver; Wijers, Albertus A; Althaus, Monika",English,"current models of adhd suggest abnormal reward and punishment sensitivity, but the exact mechanisms are unclear. this study aims to investigate effects of continuous reward and punishment on the processing of performance feedback in children with adhd and the modulating effects of stimulant medication. 15 methylphenidate (mph)-treated and 15 mph-free children of the adhd-combined type and 17 control children performed a selective attention task with three feedback conditions: no-feedback, gain and loss. event related potentials (erps) time-locked to feedback and errors were computed. all groups performed more accurately with gain and loss than without feedback. feedback-related erps demonstrated no group differences in the feedback p2, but an enhanced late positive potential (lpp) to feedback stimuli (both gains and losses) for mph-free children with adhd compared to controls. feedback-related erps in mph-treated children with adhd were similar to controls. correlational analyses in the adhd groups revealed that the severity of inattention problems correlated negatively with the feedback p2 amplitude and positively with the lpp to losses and omitted gains. the early selective attention for rewarding and punishing feedback was relatively intact in children with adhd, but the late feedback processing was deviant (increased feedback lpp). this may explain the often observed positive effects of continuous reinforcement on performance and behaviour in children with adhd. however, these group findings cannot be generalised to all individuals with the adhd, because the feedback-related erps were associated with the severity of the inattention problems. children with adhd-combined type with more inattention problems showed both deviant early attentional selection of feedback stimuli, and deviant late processing of non-reward and punishment.",10.1371/journal.pone.0059240,*Rewards; *Drug Therapy; *Attention Deficit Disorder with Hyperactivity; *Punishment; Feedback; *Selective Attention; Methylphenidate,"Objectives: Current models of ADHD suggest abnormal reward and punishment sensitivity, but the exact mechanisms are unclear. This study aims to investigate effects of continuous reward and punishment on the processing of performance feedback in children with ADHD and the modulating effects of stimulant medication. Methods: 15 Methylphenidate (Mph)-treated and 15 Mph-free children of the ADHD-combined type and 17 control children performed a selective attention task with three feedback conditions: no-feedback, gain and loss. Event Related Potentials (ERPs) time-locked to feedback and errors were computed. Results: All groups performed more accurately with gain and loss than without feedback. Feedback-related ERPs demonstrated no group differences in the feedback P2, but an enhanced late positive potential (LPP) to feedback stimuli (both gains and losses) for Mph-free children with ADHD compared to controls. Feedback-related ERPs in Mph-treated children with ADHD were similar to controls. Correlational analyses in the ADHD groups revealed that the severity of inattention problems correlated negatively with the feedback P2 amplitude and positively with the LPP to losses and omitted gains. Conclusions: The early selective attention for rewarding and punishing feedback was relatively intact in children with ADHD, but the late feedback processing was deviant (increased feedback LPP). This may explain the often observed positive effects of continuous reinforcement on performance and behaviour in children with ADHD. However, these group findings cannot be generalised to all individuals with the ADHD, because the feedback-related ERPs were associated with the severity of the inattention problems. Children with ADHD-combined type with more inattention problems showed both deviant early attentional selection of feedback stimuli, and deviant late processing of non-reward and punishment. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",irrelevant,0.478803524,Borderline,K
189,Impulsivity and risk-seeking as Bayesian inference under dopaminergic control.,2022,Neuropsychopharmacology,0893-133X,47,2,465-476,"Mikhael, John G; Gershman, Samuel J",English,"bayesian models successfully account for several of dopamine (da)'s effects on contextual calibration in interval timing and reward estimation. in these models, tonic levels of da control the precision of stimulus encoding, which is weighed against contextual information when making decisions. when da levels are high, the animal relies more heavily on the (highly precise) stimulus encoding, whereas when da levels are low, the context affects decisions more strongly. here, we extend this idea to intertemporal choice and probability discounting tasks. in intertemporal choice tasks, agents must choose between a small reward delivered soon and a large reward delivered later, whereas in probability discounting tasks, agents must choose between a small reward that is always delivered and a large reward that may be omitted with some probability. beginning with the principle that animals will seek to maximize their reward rates, we show that the bayesian model predicts a number of curious empirical findings in both tasks. first, the model predicts that higher da levels should normally promote selection of the larger/later option, which is often taken to imply that da decreases 'impulsivity,' and promote selection of the large/risky option, often taken to imply that da increases 'risk-seeking.' however, if the temporal precision is sufficiently decreased, higher da levels should have the opposite effect-promoting selection of the smaller/sooner option (higher impulsivity) and the small/safe option (lower risk-seeking). second, high enough levels of da can result in preference reversals. third, selectively decreasing the temporal precision, without manipulating da, should promote selection of the larger/later and large/risky options. fourth, when a different post-reward delay is associated with each option, animals will not learn the option-delay contingencies, but this learning can be salvaged when the post-reward delays are made more salient. finally, the bayesian model predicts correlations among behavioral phenotypes: animals that are better timers will also appear less impulsive.",10.1038/s41386-021-01125-z,Decision Making; *Rewards; *Dopamine; *Impulsiveness; *Risk Taking; *Statistical Probability; Animal Learning; Animal Models; Delay of Gratification; Interstimulus Interval,"Bayesian models successfully account for several of dopamine (DA)'s effects on contextual calibration in interval timing and reward estimation. In these models, tonic levels of DA control the precision of stimulus encoding, which is weighed against contextual information when making decisions. When DA levels are high, the animal relies more heavily on the (highly precise) stimulus encoding, whereas when DA levels are low, the context affects decisions more strongly. Here, we extend this idea to intertemporal choice and probability discounting tasks. In intertemporal choice tasks, agents must choose between a small reward delivered soon and a large reward delivered later, whereas in probability discounting tasks, agents must choose between a small reward that is always delivered and a large reward that may be omitted with some probability. Beginning with the principle that animals will seek to maximize their reward rates, we show that the Bayesian model predicts a number of curious empirical findings in both tasks. First, the model predicts that higher DA levels should normally promote selection of the larger/later option, which is often taken to imply that DA decreases 'impulsivity,' and promote selection of the large/risky option, often taken to imply that DA increases 'risk-seeking.' However, if the temporal precision is sufficiently decreased, higher DA levels should have the opposite effect-promoting selection of the smaller/sooner option (higher impulsivity) and the small/safe option (lower risk-seeking). Second, high enough levels of DA can result in preference reversals. Third, selectively decreasing the temporal precision, without manipulating DA, should promote selection of the larger/later and large/risky options. Fourth, when a different post-reward delay is associated with each option, animals will not learn the option-delay contingencies, but this learning can be salvaged when the post-reward delays are made more salient. Finally, the Bayesian model predicts correlations among behavioral phenotypes: Animals that are better timers will also appear less impulsive. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",relevant,0.481038974,Borderline,D
745,Risky decision making in younger and older adults: The role of learning.,2012,Psychology and Aging,0882-7974,27,1,129-140,"Rolison, Jonathan J; Hanoch, Yaniv; Wood, Stacey",English,"are older adults risk seeking or risk averse? answering this question might depend on both the task used and the analysis performed. by modeling responses to the balloon analogue risk task (bart), our results illustrate the value of modeling as compared to relying on common analysis techniques. while analysis of overall measures suggested initially that older and younger adults do not differ in their risky decisions, our modeling results indicated that younger adults were at first more willing to take greater risks. furthermore, older adults may be more cautious when their decision making is based on initial perceptions of risk, rather than learning following some experience with a task.",10.1037/a0024689,Age Differences; *Decision Making; *Learning; *Risk Taking; *Aging,"Are older adults risk seeking or risk averse? Answering this question might depend on both the task used and the analysis performed. By modeling responses to the Balloon Analogue Risk Task (BART), our results illustrate the value of modeling as compared to relying on common analysis techniques. While analysis of overall measures suggested initially that older and younger adults do not differ in their risky decisions, our modeling results indicated that younger adults were at first more willing to take greater risks. Furthermore, older adults may be more cautious when their decision making is based on initial perceptions of risk, rather than learning following some experience with a task. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",unknown,0.482024514,Borderline,D
484,"Effects of the potential lithium-mimetic, ebselen, on impulsivity and emotional processing.",2016,Psychopharmacology,0033-3158,233,14,2655-2661,"Masaki, Charles; Sharpley, Ann L; Cooper, Charlotte M; Godlewska, Beata R; Singh, Nisha; Vasudevan, Sridhar R; Harmer, Catherine J; Churchill, Grant C; Sharp, Trevor; Rogers, Robert D; Cowen, Philip J",English,"lithium remains the most effective treatment for bipolar disorder and also has important effects to lower suicidal behaviour, a property that may be linked to its ability to diminish impulsive, aggressive behaviour. the antioxidant drug, ebselen, has been proposed as a possible lithium-mimetic based on its ability in animals to inhibit inositol monophosphatase (impase), an action which it shares with lithium. the aim of the study was to determine whether treatment with ebselen altered emotional processing and diminished measures of risk-taking behaviour. we studied 20 healthy participants who were tested on two occasions receiving either ebselen (3600 mg over 24 h) or identical placebo in a double-blind, randomized, cross-over design. three hours after the final dose of ebselen/placebo, participants completed the cambridge gambling task (cgt) and a task that required the detection of emotional facial expressions (facial emotion recognition task (fert)). on the cgt, relative to placebo, ebselen reduced delay aversion while on the fert, it increased the recognition of positive vs negative facial expressions. the study suggests that at the dosage used, ebselen can decrease impulsivity and produce a positive bias in emotional processing. these findings have implications for the possible use of ebselen in the disorders characterized by impulsive behaviour and dysphoric mood.",10.1007/s00213-016-4319-5,*Impulsiveness; *Drug Therapy; *Risk Taking; Emotional Processing; *Emotional Regulation; *Lithium,"Rationale: Lithium remains the most effective treatment for bipolar disorder and also has important effects to lower suicidal behaviour, a property that may be linked to its ability to diminish impulsive, aggressive behaviour. The antioxidant drug, ebselen, has been proposed as a possible lithium-mimetic based on its ability in animals to inhibit inositol monophosphatase (IMPase), an action which it shares with lithium. Objectives: The aim of the study was to determine whether treatment with ebselen altered emotional processing and diminished measures of risk-taking behaviour. Methods: We studied 20 healthy participants who were tested on two occasions receiving either ebselen (3600 mg over 24 h) or identical placebo in a double-blind, randomized, cross-over design. Three hours after the final dose of ebselen/placebo, participants completed the Cambridge Gambling Task (CGT) and a task that required the detection of emotional facial expressions (facial emotion recognition task (FERT)). Results: On the CGT, relative to placebo, ebselen reduced delay aversion while on the FERT, it increased the recognition of positive vs negative facial expressions. Conclusions: The study suggests that at the dosage used, ebselen can decrease impulsivity and produce a positive bias in emotional processing. These findings have implications for the possible use of ebselen in the disorders characterized by impulsive behaviour and dysphoric mood. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",unknown,0.482701997,Borderline,D
15,"Decision-Making, Sensitivity to Reward and Attrition in Weight Management",2014,OBESITY,1930-7381,22,8,1904-1909,"Koritzky, G; Dieterle, C; Rice, C; Jordan, K; Bechara, A",English,"objectiveattrition is a common problem in weight management. understanding the risk factors for attrition should enhance professionals' ability to increase completion rates and improve health outcomes for more individuals. a model that draws upon neuropsychological knowledge on reward-sensitivity in obesity and overeating to predict attrition is proposed. methodsa total of 52 participants in a weight-management program completed a complex decision-making task. decision-making characteristicsincluding sensitivity to rewardwere further estimated using a quantitative model. impulsivity and risk-taking measures were also administered. resultsconsistent with the hypothesis that sensitivity to reward predicted attrition, program dropouts had higher sensitivity to reward than completers (p < 0.03). no differences were observed between completers and dropouts in initial bmi, age, employment status, or the number of prior weight-loss attempts (p 0.07). completers had a slightly higher education level than dropouts, but its inclusion in the model did not increase predictive power. impulsivity, delay of gratification, and risk taking did not predict attrition, either. conclusionsfindings link attrition in weight management to the neural mechanisms associated with reward-seeking and related influences on decision-making. individual differences in the magnitude of response elicited by rewards may account for the relative difficulty experienced by dieters in adhering to treatment.",10.1002/oby.20770,ADDICTION; ANOREXIA; attrition; BEHAVIOR; CONTROL PROGRAM; decision making; DYSFUNCTION; Iowa gambling task; obesity; OBESITY; PERFORMANCE; PREDICTORS; PREFRONTAL CORTEX; REINFORCEMENT; sensitivity to reward; weight management,"ObjectiveAttrition is a common problem in weight management. Understanding the risk factors for attrition should enhance professionals' ability to increase completion rates and improve health outcomes for more individuals. A model that draws upon neuropsychological knowledge on reward-sensitivity in obesity and overeating to predict attrition is proposed. MethodsA total of 52 participants in a weight-management program completed a complex decision-making task. Decision-making characteristicsincluding sensitivity to rewardwere further estimated using a quantitative model. Impulsivity and risk-taking measures were also administered. ResultsConsistent with the hypothesis that sensitivity to reward predicted attrition, program dropouts had higher sensitivity to reward than completers (P < 0.03). No differences were observed between completers and dropouts in initial BMI, age, employment status, or the number of prior weight-loss attempts (P 0.07). Completers had a slightly higher education level than dropouts, but its inclusion in the model did not increase predictive power. Impulsivity, delay of gratification, and risk taking did not predict attrition, either. ConclusionsFindings link attrition in weight management to the neural mechanisms associated with reward-seeking and related influences on decision-making. Individual differences in the magnitude of response elicited by rewards may account for the relative difficulty experienced by dieters in adhering to treatment.",unknown,0.488203952,Borderline,D
